student,currProb,course,session,priorTutorAction,reward,probIndexinLevel,difficultProblemCountSolved,CurrPro_avgProbTimeWE,cumul_RrightAppRatio,UseCount,ruleScoreIMPL,cumul_WrongSyntaxApp,ruleScoreHS
0006-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,0,0,1,1,1,0,0,0
0006-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,1,0,0,0,0
0006-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,1,0,1,0,0,0,0,0
0006-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-94.0789473684,1,0,0,1,1,0,0,0
0006-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,1,1,1,0,0,0
0006-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0006-F14,2.1.3.0,226-001-BARNES-F14,1,PS,161.810039805,1,1,0,0,0,0,0,0
0006-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0006-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0006-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-43.2650730195,1,1,0,0,1,0,0,0
0006-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,1,1,1,0,0,1
0006-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0006-F14,4.1.3.0,226-001-BARNES-F14,1,PS,-41.6088765603,1,1,0,1,1,0,1,1
0006-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,1,1,1,0,1,1
0006-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,1,0
0006-F14,5.1.3.0,226-001-BARNES-F14,1,PS,11.6883116883,1,1,0,0,1,0,1,1
0006-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,1,0,1,0,0,1
0006-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,0,0,0,0,0,0
0006-F14,6.1.3.0,226-001-BARNES-F14,1,PS,-22.7697536109,1,1,0,1,1,1,1,1
0008-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0008-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,0,0,1,0,1,0,0,0
0008-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,1,0,1,0,0,0,0,0
0008-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.7894736842,1,0,0,0,0,0,0,0
0008-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,1,1,1,0,0,0
0008-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0008-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.9416187528,1,1,0,0,0,0,0,0
0008-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,1,1,1,0,0,0
0008-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0008-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.7543444562,1,1,0,0,1,0,0,0
0008-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,1,1,1,0,0,1
0008-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0008-F14,4.1.3.0,226-001-BARNES-F14,1,PS,9.5145631068,1,1,0,0,1,0,0,1
0008-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,1,1,0,0,0,1
0008-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0008-F14,5.1.3.0,226-001-BARNES-F14,1,PS,0.0,1,1,0,0,0,0,0,1
0008-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,1,0,1,0,0,1
0008-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,0,0,0,0,0,0
0008-F14,6.1.3.0,226-001-BARNES-F14,1,PS,0.0,1,1,0,1,1,0,0,1
0009-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,0,0,1,1,1,0,1,0
0009-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,1,0,0,1,0
0009-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,1,0,1,1,1,0,1,0
0009-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-49.3421052632,1,0,0,1,1,0,1,0
0009-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
0009-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
0009-F14,2.1.3.0,226-001-BARNES-F14,2,PS,117.0731977,1,1,0,0,0,1,0,0
0009-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
0009-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
0009-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-102.48837399,1,1,0,0,1,0,1,0
0009-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,1,1,0,1,0
0009-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,1,0,0,1,0
0009-F14,4.1.3.0,226-001-BARNES-F14,3,PS,36.3644244105,1,1,0,1,1,0,1,1
0009-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0.0,0,1,1,1,1,1,0,1
0009-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0.0,0,0,1,0,0,0,0,0
0009-F14,5.1.3.0,226-001-BARNES-F14,3,PS,16.8617566644,1,1,0,1,1,1,1,1
0009-F14,6.1.1.0,226-001-BARNES-F14,3,WE,0.0,0,0,1,0,0,0,0,0
0009-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0.0,0,0,0,0,0,0,0,0
0009-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-51.3660957832,1,1,0,1,1,1,1,1
000b-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,1,0,0,1,0
000b-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,1,0
000b-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,1,0,1,0,0,0,1,0
000b-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-34.8684210526,1,0,0,0,1,0,1,0
000b-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
000b-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
000b-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-9.16519239275,1,1,0,0,1,0,1,0
000b-F14,3.-1.1.0,226-001-BARNES-F14,2,WE,0.0,0,0,0,0,0,0,0,0
000b-F14,3.-1.2.0,226-001-BARNES-F14,2,PS,0.0,0,0,0,1,1,0,1,0
000b-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,1,1,0,1,0
000b-F14,3.-1.4.0,226-001-BARNES-F14,2,PS,2.7149321267,1,0,0,1,1,0,1,0
000b-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,1,1,0,0,0
000b-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
000b-F14,4.1.3.0,226-001-BARNES-F14,2,PS,62.5686813187,1,1,0,1,1,0,0,1
000b-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,1,1,1,1,1
000b-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,1,0,0,1,0
000b-F14,5.1.3.0,226-001-BARNES-F14,2,PS,40.2811004785,1,1,0,1,0,1,1,1
000b-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,0,1,1,0,1
000b-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,0,0,0,0,0,0
000b-F14,6.1.3.0,226-001-BARNES-F14,2,PS,10.2446004561,1,1,0,1,1,1,0,1
000c-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
000c-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
000c-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,1,0,1,0,0,0,0,0
000c-F14,1.0.4.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,0,0,0,0,0
000c-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,1,0,1,0,1,0,0,0
000c-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.7894736842,1,0,0,0,1,0,0,0
000c-F14,2.1.1.0,226-001-BARNES-F14,3,WE,0.0,0,0,1,0,0,0,0,0
000c-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0.0,0,0,1,0,0,0,0,0
000c-F14,2.1.3.0,226-001-BARNES-F14,3,PS,-31.0415745245,1,1,0,0,0,0,0,0
000c-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0.0,0,0,1,0,0,0,0,0
000c-F14,3.1.2.0,226-001-BARNES-F14,3,WE,0.0,0,0,1,0,0,0,0,0
000c-F14,3.1.3.0,226-001-BARNES-F14,3,PS,-17.3207146936,1,1,0,0,1,0,1,0
000c-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0.0,0,0,1,0,0,0,0,0
000c-F14,4.1.2.0,226-001-BARNES-F14,3,PS,0.0,0,1,1,1,1,0,0,0
000c-F14,4.1.3.0,226-001-BARNES-F14,4,PS,107.572815534,1,1,0,1,1,0,0,1
000c-F14,5.1.1.0,226-001-BARNES-F14,4,WE,0.0,0,0,1,0,0,0,0,0
000c-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0.0,0,0,1,0,0,0,0,0
000c-F14,5.1.3.0,226-001-BARNES-F14,4,PS,-133.205741627,1,1,0,1,1,1,1,1
000c-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0.0,0,1,1,0,0,1,0,1
000c-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0.0,0,0,0,0,0,0,0,0
000c-F14,6.1.3.0,226-001-BARNES-F14,5,PS,133.205741627,1,1,0,1,1,1,0,1
0010-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,0,0,1,1,1,0,1,0
0010-F14,1.0.2.0,226-001-BARNES-F14,4,WE,0.0,0,0,1,1,0,0,1,0
0010-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0.0,1,0,1,1,0,0,1,0
0010-F14,1.0.4.0,226-001-BARNES-F14,4,PS,-65.1315789474,1,0,0,1,1,0,1,0
0010-F14,2.1.1.0,226-001-BARNES-F14,8,PS,0.0,0,1,1,1,1,0,1,0
0010-F14,2.1.2.0,226-001-BARNES-F14,8,WE,0.0,0,0,1,1,0,0,1,0
0010-F14,2.1.3.0,226-001-BARNES-F14,8,PS,132.862671384,1,1,0,1,0,1,1,0
0010-F14,3.1.1.0,226-001-BARNES-F14,8,PS,0.0,0,1,1,1,1,1,0,0
0010-F14,3.1.2.0,226-001-BARNES-F14,8,WE,0.0,0,0,1,1,0,0,0,0
0010-F14,3.1.3.0,226-001-BARNES-F14,8,PS,-95.6922574855,1,1,0,1,1,0,0,0
0010-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0.0,0,1,1,1,1,0,1,0
0010-F14,4.1.2.0,226-001-BARNES-F14,10,WE,0.0,0,0,1,1,0,0,1,0
0010-F14,4.1.3.0,226-001-BARNES-F14,10,PS,34.9254507628,1,1,0,1,1,0,1,0
0010-F14,5.1.1.0,226-001-BARNES-F14,10,WE,0.0,0,0,1,0,0,0,0,0
0010-F14,5.1.2.0,226-001-BARNES-F14,10,WE,0.0,0,0,1,0,0,0,0,0
0010-F14,5.1.3.0,226-001-BARNES-F14,10,PS,-66.9642857143,1,1,0,1,1,1,1,1
0010-F14,6.1.1.0,226-001-BARNES-F14,10,PS,0.0,0,1,1,1,1,1,0,1
0010-F14,6.1.2.0,226-001-BARNES-F14,10,WE,0.0,0,0,0,1,0,0,0,0
0010-F14,6.1.3.0,226-001-BARNES-F14,10,PS,70.0934579439,1,1,0,1,1,1,1,0
0012-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,0,0,1,1,1,0,0,0
0012-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0012-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,1,0,1,0,0,0,0,0
0012-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-17.7631578947,1,0,0,1,1,0,0,0
0012-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0.0,0,0,1,1,1,0,1,0
0012-F14,2.1.2.0,226-001-BARNES-F14,6,WE,0.0,0,0,1,0,0,0,1,0
0012-F14,2.1.3.0,226-001-BARNES-F14,6,PS,0.0,1,1,0,0,0,0,1,0
0012-F14,2.1.1.0,226-001-BARNES-F14,6,PS,0.0,1,0,1,0,1,0,1,0
0012-F14,2.-1.4.0,226-001-BARNES-F14,6,PS,0.0,0,0,0,0,1,0,1,0
0012-F14,2.-1.1.0,226-001-BARNES-F14,6,PS,0.0,1,0,1,0,0,0,1,0
0012-F14,2.-1.1.1,226-001-BARNES-F14,6,PS,15.8276740238,0,0,0,0,0,0,1,0
0012-F14,3.1.1.0,226-001-BARNES-F14,6,WE,0.0,0,0,1,0,0,0,0,0
0012-F14,3.1.2.0,226-001-BARNES-F14,6,PS,0.0,0,0,1,0,0,0,0,0
0012-F14,3.1.3.0,226-001-BARNES-F14,6,PS,0.0,1,0,0,0,1,0,0,0
0012-F14,3.-1.2.0,226-001-BARNES-F14,6,PS,0.0,1,0,0,0,0,0,0,0
0012-F14,3.-1.2.1,226-001-BARNES-F14,6,PS,0.0,1,0,0,0,0,0,0,0
0012-F14,3.-1.3.1,226-001-BARNES-F14,7,PS,0.0,1,0,0,0,0,0,0,0
0012-F14,3.-1.4.0,226-001-BARNES-F14,7,PS,0.0,1,0,0,0,0,0,0,0
0012-F14,3.-1.4.1,226-001-BARNES-F14,7,PS,0.0,1,0,0,0,0,0,0,0
0012-F14,3.-1.2.0,226-001-BARNES-F14,7,PS,0.0,1,0,0,0,0,0,0,0
0012-F14,3.-1.2.1,226-001-BARNES-F14,7,PS,0.0,1,0,0,0,1,0,1,0
0012-F14,3.-1.3.0,226-001-BARNES-F14,9,PS,0.0,1,0,0,0,0,0,1,0
0012-F14,3.-1.3.1,226-001-BARNES-F14,9,PS,0.0,1,0,0,0,1,0,1,0
0012-F14,3.-1.4.0,226-001-BARNES-F14,9,PS,-8.61396667848,1,0,0,0,0,0,1,0
0012-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0.0,0,1,1,1,1,0,0,0
0012-F14,4.1.2.0,226-001-BARNES-F14,9,WE,0.0,0,0,1,0,0,0,0,0
0012-F14,4.1.3.0,226-001-BARNES-F14,9,PS,0.0,1,0,0,0,0,0,0,0
0012-F14,4.-1.3.0,226-001-BARNES-F14,9,PS,0.0,1,0,0,0,0,0,0,0
0012-F14,4.-1.3.1,226-001-BARNES-F14,10,PS,0.0,1,0,0,0,1,0,0,0
0012-F14,4.-1.4.0,226-001-BARNES-F14,10,PS,-20.8791208791,1,0,0,1,1,0,0,0
0012-F14,5.1.1.0,226-001-BARNES-F14,11,WE,0.0,0,0,1,0,0,0,0,0
0012-F14,5.1.2.0,226-001-BARNES-F14,11,PS,0.0,0,1,1,0,0,0,0,0
0012-F14,5.1.3.0,226-001-BARNES-F14,11,PS,0.0,1,0,0,0,0,1,0,0
0012-F14,5.-1.3.0,226-001-BARNES-F14,11,PS,0.0,1,0,0,0,0,1,0,0
0012-F14,5.-1.4.0,226-001-BARNES-F14,11,PS,0.0,1,0,0,0,0,1,0,0
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,1,0,0,0,0,0,0,0
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,1,0,0,0,0,1,0,0
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,1,0,0,0,0,1,1,0
0012-F14,5.-1.4.0,226-001-BARNES-F14,12,PS,46.4285714286,1,0,0,0,0,1,1,0
0012-F14,6.1.1.0,226-001-BARNES-F14,12,PS,0.0,0,1,1,1,1,1,0,1
0012-F14,6.1.2.0,226-001-BARNES-F14,12,WE,0.0,0,0,0,1,0,0,0,0
0012-F14,6.1.3.0,226-001-BARNES-F14,12,PS,78.2710280374,1,1,0,1,1,1,0,1
0016-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0016-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,0,0,1,0,1,0,0,0
0016-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,1,0,1,1,1,0,1,0
0016-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.7894736842,1,0,0,1,0,0,1,0
0016-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,1,1,1,0,0,0
0016-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0016-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.9416187528,1,1,0,0,0,0,0,0
0016-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,1,1,1,0,0,0
0016-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0016-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.7543444562,1,1,0,1,1,0,0,0
0016-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,1,1,1,0,0,0
0016-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
0016-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-69.2354368932,1,1,0,1,1,0,0,1
0016-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0.0,0,1,1,1,1,1,1,1
0016-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0.0,0,0,1,1,0,0,1,0
0016-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-67.8528708134,1,1,0,1,1,1,1,1
0016-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0.0,0,1,1,0,1,1,0,1
0016-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0.0,0,0,0,0,0,0,0,0
0016-F14,6.1.3.0,226-001-BARNES-F14,5,PS,67.9112820284,1,1,0,1,1,1,1,1
001e-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
001e-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
001e-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,1,0,1,1,0,1,1,0
001e-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.7894736842,1,0,0,1,0,1,1,0
001e-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,1,1,0,1,0
001e-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,1,0,0,1,0
001e-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-96.5877930119,1,1,0,1,1,1,1,1
001e-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
001e-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,0,1,1,0,1
001e-F14,3.1.3.0,226-001-BARNES-F14,2,PS,146.283756221,1,1,0,1,1,1,0,1
001e-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
001e-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0.0,0,0,1,1,1,0,1,1
001e-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0.0,1,1,0,1,1,1,1,1
001e-F14,4.1.2.0,226-001-BARNES-F14,2,PS,-1.37829403606,1,1,1,1,1,1,1,1
001e-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,1,0,1,0,1
001e-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
001e-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-94.5616883117,1,1,0,1,1,1,0,1
001e-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,1,1,1,0,1
001e-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,0,1,0,0,0,0
001e-F14,6.1.3.0,226-001-BARNES-F14,2,PS,50.1274426508,1,1,0,1,1,1,1,1
0026-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0026-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,0,0,1,1,1,0,0,0
0026-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,1,0,1,1,0,0,0,0
0026-F14,1.0.4.0,226-001-BARNES-F14,2,PS,1.97368421053,1,0,0,1,1,0,0,0
0026-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
0026-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
0026-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-48.5283060593,1,1,0,0,1,0,0,0
0026-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
0026-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,0,1,0,1,0
0026-F14,3.1.3.0,226-001-BARNES-F14,2,PS,71.0206412662,1,1,0,1,1,0,1,0
0026-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,1,1,0,1,0
0026-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,1,0
0026-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,1,1,0,1,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,1,0,0,1,0
0026-F14,4.-1.4.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,0,1,0,1,1
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,0,1,0,1,1
0026-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,0.0,1,0,0,0,1,0,1,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,0,1,0,1,0
0026-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,0.0,1,0,0,0,0,0,1,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,3,PS,0.0,1,0,0,0,1,0,1,0
0026-F14,4.-1.3.1,226-001-BARNES-F14,3,PS,0.0,1,0,0,0,1,1,1,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,4,PS,-113.037447989,1,0,0,0,1,1,1,0
0026-F14,5.-1.1.0,226-001-BARNES-F14,5,WE,0.0,0,0,1,0,0,0,0,0
0026-F14,5.-1.2.0,226-001-BARNES-F14,5,PS,0.0,0,0,0,0,0,1,0,0
0026-F14,5.-1.3.0,226-001-BARNES-F14,5,PS,0.0,1,0,0,1,0,1,0,0
0026-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,81.0714285714,1,0,0,1,0,1,0,0
0026-F14,6.-1.1.0,226-001-BARNES-F14,5,PS,0.0,0,0,0,1,0,1,0,0
0026-F14,6.-1.2.0,226-001-BARNES-F14,5,PS,0.0,0,0,0,1,1,1,1,0
0026-F14,6.-1.3.0,226-001-BARNES-F14,5,WE,0.0,1,0,0,0,0,0,1,0
0026-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,0.0,1,0,0,0,0,0,1,0
0026-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,0.0,1,0,0,0,0,1,1,0
0026-F14,6.-1.4.1,226-001-BARNES-F14,5,PS,-25.472972973,1,1,0,0,1,1,1,0
0030-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,0,0,1,1,1,0,0,0
0030-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0030-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,1,0,1,0,0,0,0,0
0030-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-65.1315789474,1,0,0,0,1,0,0,0
0030-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0030-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0030-F14,2.1.3.0,226-001-BARNES-F14,1,PS,41.2660327289,1,1,0,0,0,0,0,0
0030-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0030-F14,3.1.2.0,226-001-BARNES-F14,1,PS,0.0,0,1,1,0,1,0,0,0
0030-F14,3.1.3.0,226-001-BARNES-F14,1,PS,48.331565636,1,1,0,1,1,0,0,0
0030-F14,4.1.1.0,226-001-BARNES-F14,1,WE,0.0,0,0,1,0,0,0,0,0
0030-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,1,1,0,1,0
0030-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-69.2874479889,1,1,0,1,1,0,1,0
0030-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,0,0,0,0,0
0030-F14,5.1.2.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,0,0,0,1,0
0030-F14,5.1.3.0,226-001-BARNES-F14,2,PS,0.132433356118,1,1,0,1,1,0,1,0
0030-F14,6.-1.1.0,226-001-BARNES-F14,2,PS,0.0,0,0,0,1,0,0,0,0
0030-F14,6.-1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,0,0,0,0,0,0
0030-F14,6.-1.3.0,226-001-BARNES-F14,2,WE,0.0,1,0,0,0,0,0,0,0
0030-F14,6.-1.4.0,226-001-BARNES-F14,2,PS,-36.9326264063,1,1,0,1,1,1,0,0
0033-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,0,0,1,0,0,0,0,0
0033-F14,1.0.2.0,226-001-BARNES-F14,4,WE,0.0,0,0,1,0,0,0,0,0
0033-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0.0,1,0,1,0,0,0,0,0
0033-F14,1.0.4.0,226-001-BARNES-F14,5,PS,0.0,1,0,0,0,1,0,0,0
0033-F14,1.0.1.0,226-001-BARNES-F14,5,PS,-34.8684210526,1,0,1,0,0,0,0,0
0033-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0.0,0,0,1,1,1,0,1,0
0033-F14,2.1.2.0,226-001-BARNES-F14,5,WE,0.0,0,0,1,1,0,0,1,0
0033-F14,2.1.3.0,226-001-BARNES-F14,5,PS,0.0,1,1,0,1,0,0,1,0
0033-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0.0,1,0,1,1,1,0,1,0
0033-F14,2.-1.1.0,226-001-BARNES-F14,5,PS,0.0,0,0,1,1,0,0,1,0
0033-F14,2.-1.4.0,226-001-BARNES-F14,5,PS,32.9329371817,0,0,0,1,1,0,1,0
0033-F14,3.1.1.0,226-001-BARNES-F14,5,PS,0.0,0,0,1,1,1,0,1,0
0033-F14,3.1.2.0,226-001-BARNES-F14,5,WE,0.0,0,0,1,1,0,0,1,0
0033-F14,3.1.3.0,226-001-BARNES-F14,5,PS,0.0,1,1,0,1,1,0,1,0
0033-F14,3.1.1.0,226-001-BARNES-F14,5,PS,0.0,1,0,1,1,0,0,1,0
0033-F14,3.-1.1.0,226-001-BARNES-F14,5,PS,0.0,0,0,0,1,1,0,1,0
